Unique id, Merchant Id, Merchant Name, Price, Transaction Date, Transaction Month, Transaction Year, Transaction Day, User Name, Category
82, 9, Nandoos, 13.0, 10, 04, 2014, Thursday, david, Food
83, 8, Kebab Factory, 7.0, 29, 03, 2014, Saturday, david, Food
84, 9, Nandoos, 13.0, 26, 03, 2014, Wednesday, david, Food
85, 4, Mc Donalds, 10.0, 12, 04, 2014, Saturday, david, Food
86, 7, Subway, 13.0, 31, 03, 2014, Monday, david, Food
87, 4, Mc Donalds, 15.0, 14, 04, 2014, Monday, david, Food
88, 6, Fantasia, 7.0, 21, 03, 2014, Friday, david, Food
89, 4, Mc Donalds, 13.0, 10, 04, 2014, Thursday, david, Food
90, 7, Subway, 12.0, 01, 04, 2014, Tuesday, david, Food
91, 9, Nandoos, 10.0, 28, 03, 2014, Friday, david, Food
92, 6, Fantasia, 11.0, 25, 03, 2014, Tuesday, david, Food
93, 5, Guzman and Gomez, 6.0, 31, 03, 2014, Monday, david, Food
94, 8, Kebab Factory, 13.0, 14, 04, 2014, Monday, david, Food
95, 3, KFC, 11.0, 06, 04, 2014, Sunday, david, Food
96, 6, Fantasia, 10.0, 31, 03, 2014, Monday, david, Food
97, 4, Mc Donalds, 11.0, 01, 04, 2014, Tuesday, david, Food
98, 6, Fantasia, 15.0, 17, 04, 2014, Thursday, david, Food
99, 5, Guzman and Gomez, 12.0, 24, 03, 2014, Monday, david, Food
100, 8, Kebab Factory, 8.0, 16, 04, 2014, Wednesday, david, Food
101, 5, Guzman and Gomez, 5.0, 22, 03, 2014, Saturday, david, Food
102, 3, KFC, 8.0, 05, 04, 2014, Saturday, david, Food
103, 9, Nandoos, 15.0, 17, 04, 2014, Thursday, david, Food
104, 9, Nandoos, 10.0, 05, 04, 2014, Saturday, david, Food
105, 7, Subway, 9.0, 01, 04, 2014, Tuesday, david, Food
106, 8, Kebab Factory, 13.0, 21, 02, 2014, Friday, david, Food
107, 7, Subway, 5.0, 02, 03, 2014, Sunday, david, Food
108, 5, Guzman and Gomez, 5.0, 14, 03, 2014, Friday, david, Food
109, 7, Subway, 13.0, 01, 03, 2014, Saturday, david, Food
110, 6, Fantasia, 6.0, 19, 02, 2014, Wednesday, david, Food
111, 8, Kebab Factory, 8.0, 10, 03, 2014, Monday, david, Food
112, 7, Subway, 14.0, 05, 03, 2014, Wednesday, david, Food
113, 4, Mc Donalds, 7.0, 25, 02, 2014, Tuesday, david, Food
114, 3, KFC, 10.0, 11, 03, 2014, Tuesday, david, Food
115, 5, Guzman and Gomez, 13.0, 26, 02, 2014, Wednesday, david, Food
116, 9, Nandoos, 6.0, 08, 03, 2014, Saturday, david, Food
117, 5, Guzman and Gomez, 6.0, 19, 02, 2014, Wednesday, david, Food
118, 8, Kebab Factory, 12.0, 12, 03, 2014, Wednesday, david, Food
119, 9, Nandoos, 14.0, 02, 03, 2014, Sunday, david, Food
120, 9, Nandoos, 10.0, 01, 03, 2014, Saturday, david, Food
121, 8, Kebab Factory, 6.0, 03, 03, 2014, Monday, david, Food
122, 9, Nandoos, 14.0, 07, 03, 2014, Friday, david, Food
123, 9, Nandoos, 12.0, 08, 03, 2014, Saturday, david, Food
124, 4, Mc Donalds, 11.0, 11, 03, 2014, Tuesday, david, Food
125, 6, Fantasia, 14.0, 11, 03, 2014, Tuesday, david, Food
126, 8, Kebab Factory, 9.0, 25, 02, 2014, Tuesday, david, Food
127, 9, Nandoos, 8.0, 25, 02, 2014, Tuesday, david, Food
128, 8, Kebab Factory, 7.0, 11, 03, 2014, Tuesday, david, Food
129, 7, Subway, 11.0, 18, 02, 2014, Tuesday, david, Food
130, 5, Guzman and Gomez, 10.0, 27, 02, 2014, Thursday, david, Food
131, 5, Guzman and Gomez, 10.0, 02, 03, 2014, Sunday, david, Food
132, 8, Kebab Factory, 15.0, 19, 02, 2014, Wednesday, david, Food
133, 6, Fantasia, 14.0, 12, 03, 2014, Wednesday, david, Food
134, 4, Mc Donalds, 7.0, 02, 03, 2014, Sunday, david, Food
135, 6, Fantasia, 14.0, 06, 03, 2014, Thursday, david, Food
136, 4, Mc Donalds, 13.0, 25, 02, 2014, Tuesday, david, Food
137, 7, Subway, 12.0, 15, 03, 2014, Saturday, david, Food
138, 7, Subway, 15.0, 15, 03, 2014, Saturday, david, Food
139, 6, Fantasia, 14.0, 13, 03, 2014, Thursday, david, Food
140, 3, KFC, 14.0, 05, 03, 2014, Wednesday, david, Food
141, 9, Nandoos, 7.0, 28, 02, 2014, Friday, david, Food
142, 3, KFC, 9.0, 13, 03, 2014, Thursday, david, Food
143, 3, KFC, 14.0, 26, 02, 2014, Wednesday, david, Food
144, 6, Fantasia, 15.0, 15, 03, 2014, Saturday, david, Food
145, 5, Guzman and Gomez, 7.0, 15, 03, 2014, Saturday, david, Food
146, 8, Kebab Factory, 5.0, 08, 03, 2014, Saturday, david, Food
147, 4, Mc Donalds, 12.0, 15, 03, 2014, Saturday, david, Food
148, 8, Kebab Factory, 15.0, 19, 02, 2014, Wednesday, david, Food
149, 9, Nandoos, 11.0, 10, 03, 2014, Monday, david, Food
150, 5, Guzman and Gomez, 8.0, 25, 02, 2014, Tuesday, david, Food
151, 9, Nandoos, 15.0, 27, 02, 2014, Thursday, david, Food
152, 4, Mc Donalds, 14.0, 09, 03, 2014, Sunday, david, Food
153, 5, Guzman and Gomez, 9.0, 09, 03, 2014, Sunday, david, Food
154, 3, KFC, 13.0, 16, 03, 2014, Sunday, david, Food
155, 4, Mc Donalds, 14.0, 26, 02, 2014, Wednesday, david, Food
156, 7, Subway, 12.0, 18, 03, 2014, Tuesday, david, Food
157, 9, Nandoos, 11.0, 23, 02, 2014, Sunday, david, Food
158, 4, Mc Donalds, 7.0, 25, 02, 2014, Tuesday, david, Food
159, 9, Nandoos, 8.0, 20, 02, 2014, Thursday, david, Food
160, 6, Fantasia, 13.0, 01, 03, 2014, Saturday, david, Food
161, 4, Mc Donalds, 10.0, 26, 02, 2014, Wednesday, david, Food
162, 6, Fantasia, 9.0, 26, 02, 2014, Wednesday, david, Food
163, 3, KFC, 9.0, 08, 03, 2014, Saturday, david, Food
164, 8, Kebab Factory, 15.0, 27, 02, 2014, Thursday, david, Food
165, 4, Mc Donalds, 15.0, 21, 02, 2014, Friday, david, Food
166, 3, KFC, 12.0, 20, 02, 2014, Thursday, david, Food
167, 6, Fantasia, 11.0, 24, 02, 2014, Monday, david, Food
168, 5, Guzman and Gomez, 13.0, 10, 03, 2014, Monday, david, Food
169, 4, Mc Donalds, 10.0, 28, 02, 2014, Friday, david, Food
170, 3, KFC, 11.0, 08, 03, 2014, Saturday, david, Food
171, 8, Kebab Factory, 8.0, 10, 03, 2014, Monday, david, Food
172, 5, Guzman and Gomez, 11.0, 28, 02, 2014, Friday, david, Food
173, 4, Mc Donalds, 10.0, 12, 03, 2014, Wednesday, david, Food
174, 5, Guzman and Gomez, 13.0, 08, 03, 2014, Saturday, david, Food
175, 8, Kebab Factory, 6.0, 25, 02, 2014, Tuesday, david, Food
176, 5, Guzman and Gomez, 14.0, 15, 03, 2014, Saturday, david, Food
177, 7, Subway, 11.0, 01, 03, 2014, Saturday, david, Food
178, 8, Kebab Factory, 13.0, 26, 02, 2014, Wednesday, david, Food
179, 3, KFC, 6.0, 09, 03, 2014, Sunday, david, Food
180, 8, Kebab Factory, 6.0, 15, 03, 2014, Saturday, david, Food
181, 6, Fantasia, 13.0, 02, 03, 2014, Sunday, david, Food
182, 9, Nandoos, 5.0, 18, 02, 2014, Tuesday, david, Food
183, 8, Kebab Factory, 10.0, 11, 03, 2014, Tuesday, david, Food
184, 3, KFC, 14.0, 26, 02, 2014, Wednesday, david, Food
185, 5, Guzman and Gomez, 14.0, 31, 01, 2014, Friday, david, Food
186, 8, Kebab Factory, 15.0, 18, 02, 2014, Tuesday, david, Food
187, 6, Fantasia, 5.0, 01, 02, 2014, Saturday, david, Food
188, 5, Guzman and Gomez, 10.0, 08, 02, 2014, Saturday, david, Food
189, 6, Fantasia, 7.0, 10, 02, 2014, Monday, david, Food
190, 7, Subway, 12.0, 09, 02, 2014, Sunday, david, Food
191, 7, Subway, 12.0, 16, 02, 2014, Sunday, david, Food
192, 4, Mc Donalds, 10.0, 01, 02, 2014, Saturday, david, Food
193, 8, Kebab Factory, 12.0, 25, 01, 2014, Saturday, david, Food
194, 9, Nandoos, 10.0, 16, 02, 2014, Sunday, david, Food
195, 7, Subway, 6.0, 09, 02, 2014, Sunday, david, Food
196, 9, Nandoos, 10.0, 07, 02, 2014, Friday, david, Food
197, 4, Mc Donalds, 9.0, 05, 02, 2014, Wednesday, david, Food
198, 4, Mc Donalds, 9.0, 05, 02, 2014, Wednesday, david, Food
199, 8, Kebab Factory, 8.0, 12, 02, 2014, Wednesday, david, Food
200, 3, KFC, 5.0, 07, 02, 2014, Friday, david, Food
201, 6, Fantasia, 7.0, 08, 02, 2014, Saturday, david, Food
202, 9, Nandoos, 9.0, 15, 02, 2014, Saturday, david, Food
203, 4, Mc Donalds, 6.0, 12, 02, 2014, Wednesday, david, Food
204, 4, Mc Donalds, 13.0, 02, 02, 2014, Sunday, david, Food
205, 4, Mc Donalds, 5.0, 28, 01, 2014, Tuesday, david, Food
206, 4, Mc Donalds, 8.0, 25, 01, 2014, Saturday, david, Food
207, 6, Fantasia, 13.0, 04, 02, 2014, Tuesday, david, Food
208, 8, Kebab Factory, 8.0, 17, 02, 2014, Monday, david, Food
209, 6, Fantasia, 7.0, 28, 01, 2014, Tuesday, david, Food
210, 7, Subway, 15.0, 10, 02, 2014, Monday, david, Food
211, 4, Mc Donalds, 13.0, 19, 01, 2014, Sunday, david, Food
212, 7, Subway, 15.0, 19, 01, 2014, Sunday, david, Food
213, 4, Mc Donalds, 6.0, 29, 01, 2014, Wednesday, david, Food
214, 3, KFC, 13.0, 17, 02, 2014, Monday, david, Food
215, 9, Nandoos, 10.0, 12, 02, 2014, Wednesday, david, Food
216, 8, Kebab Factory, 14.0, 13, 02, 2014, Thursday, david, Food
217, 6, Fantasia, 7.0, 16, 02, 2014, Sunday, david, Food
218, 4, Mc Donalds, 8.0, 18, 01, 2014, Saturday, david, Food
219, 9, Nandoos, 13.0, 04, 02, 2014, Tuesday, david, Food
220, 3, KFC, 11.0, 19, 01, 2014, Sunday, david, Food
221, 8, Kebab Factory, 5.0, 25, 01, 2014, Saturday, david, Food
222, 9, Nandoos, 7.0, 12, 02, 2014, Wednesday, david, Food
223, 3, KFC, 14.0, 30, 01, 2014, Thursday, david, Food
224, 5, Guzman and Gomez, 5.0, 17, 02, 2014, Monday, david, Food
225, 8, Kebab Factory, 15.0, 28, 01, 2014, Tuesday, david, Food
226, 5, Guzman and Gomez, 7.0, 15, 02, 2014, Saturday, david, Food
227, 4, Mc Donalds, 5.0, 18, 01, 2014, Saturday, david, Food
228, 7, Subway, 12.0, 02, 02, 2014, Sunday, david, Food
229, 7, Subway, 7.0, 29, 01, 2014, Wednesday, david, Food
230, 9, Nandoos, 15.0, 21, 01, 2014, Tuesday, david, Food
231, 5, Guzman and Gomez, 5.0, 19, 01, 2014, Sunday, david, Food
232, 3, KFC, 13.0, 09, 02, 2014, Sunday, david, Food
233, 6, Fantasia, 15.0, 02, 02, 2014, Sunday, david, Food
234, 9, Nandoos, 5.0, 06, 02, 2014, Thursday, david, Food
235, 8, Kebab Factory, 7.0, 25, 01, 2014, Saturday, david, Food
236, 5, Guzman and Gomez, 6.0, 03, 02, 2014, Monday, david, Food
237, 5, Guzman and Gomez, 13.0, 16, 02, 2014, Sunday, david, Food
238, 5, Guzman and Gomez, 14.0, 11, 02, 2014, Tuesday, david, Food
239, 7, Subway, 6.0, 21, 01, 2014, Tuesday, david, Food
240, 5, Guzman and Gomez, 15.0, 18, 02, 2014, Tuesday, david, Food
241, 4, Mc Donalds, 8.0, 20, 01, 2014, Monday, david, Food
242, 5, Guzman and Gomez, 9.0, 14, 02, 2014, Friday, david, Food
243, 9, Nandoos, 5.0, 17, 02, 2014, Monday, david, Food
244, 8, Kebab Factory, 6.0, 16, 02, 2014, Sunday, david, Food
245, 4, Mc Donalds, 5.0, 08, 02, 2014, Saturday, david, Food
246, 3, KFC, 6.0, 19, 01, 2014, Sunday, david, Food
247, 6, Fantasia, 5.0, 01, 02, 2014, Saturday, david, Food
248, 7, Subway, 6.0, 13, 02, 2014, Thursday, david, Food
249, 4, Mc Donalds, 8.0, 02, 02, 2014, Sunday, david, Food
250, 9, Nandoos, 5.0, 18, 02, 2014, Tuesday, david, Food
251, 9, Nandoos, 10.0, 10, 02, 2014, Monday, david, Food
252, 7, Subway, 13.0, 02, 02, 2014, Sunday, david, Food
253, 3, KFC, 15.0, 20, 01, 2014, Monday, david, Food
254, 9, Nandoos, 11.0, 24, 01, 2014, Friday, david, Food
255, 9, Nandoos, 8.0, 17, 02, 2014, Monday, david, Food
256, 4, Mc Donalds, 13.0, 25, 01, 2014, Saturday, david, Food
257, 8, Kebab Factory, 9.0, 04, 02, 2014, Tuesday, david, Food
258, 3, KFC, 12.0, 29, 01, 2014, Wednesday, david, Food
259, 6, Fantasia, 7.0, 21, 01, 2014, Tuesday, david, Food
260, 5, Guzman and Gomez, 14.0, 27, 01, 2014, Monday, david, Food
261, 9, Nandoos, 10.0, 15, 02, 2014, Saturday, david, Food
262, 4, Mc Donalds, 11.0, 22, 01, 2014, Wednesday, david, Food
263, 6, Fantasia, 15.0, 27, 01, 2014, Monday, david, Food
264, 7, Subway, 8.0, 12, 01, 2014, Sunday, david, Food
265, 5, Guzman and Gomez, 14.0, 15, 01, 2014, Wednesday, david, Food
266, 5, Guzman and Gomez, 7.0, 11, 01, 2014, Saturday, david, Food
267, 9, Nandoos, 5.0, 18, 01, 2014, Saturday, david, Food
268, 7, Subway, 13.0, 18, 12, 2013, Wednesday, david, Food
269, 7, Subway, 9.0, 22, 12, 2013, Sunday, david, Food
270, 6, Fantasia, 6.0, 25, 12, 2013, Wednesday, david, Food
271, 5, Guzman and Gomez, 5.0, 05, 01, 2014, Sunday, david, Food
272, 8, Kebab Factory, 7.0, 05, 01, 2014, Sunday, david, Food
273, 4, Mc Donalds, 12.0, 29, 12, 2013, Sunday, david, Food
274, 5, Guzman and Gomez, 15.0, 01, 01, 2014, Wednesday, david, Food
275, 3, KFC, 13.0, 07, 01, 2014, Tuesday, david, Food
276, 3, KFC, 13.0, 20, 12, 2013, Friday, david, Food
277, 4, Mc Donalds, 12.0, 26, 12, 2013, Thursday, david, Food
278, 3, KFC, 8.0, 14, 01, 2014, Tuesday, david, Food
279, 7, Subway, 13.0, 17, 01, 2014, Friday, david, Food
280, 4, Mc Donalds, 15.0, 11, 01, 2014, Saturday, david, Food
281, 5, Guzman and Gomez, 5.0, 26, 12, 2013, Thursday, david, Food
282, 3, KFC, 13.0, 29, 12, 2013, Sunday, david, Food
283, 6, Fantasia, 13.0, 05, 01, 2014, Sunday, david, Food
284, 3, KFC, 12.0, 24, 12, 2013, Tuesday, david, Food
285, 7, Subway, 6.0, 17, 01, 2014, Friday, david, Food
286, 4, Mc Donalds, 15.0, 14, 01, 2014, Tuesday, david, Food
287, 7, Subway, 7.0, 20, 12, 2013, Friday, david, Food
288, 8, Kebab Factory, 11.0, 03, 01, 2014, Friday, david, Food
289, 9, Nandoos, 10.0, 13, 01, 2014, Monday, david, Food
290, 3, KFC, 5.0, 08, 01, 2014, Wednesday, david, Food
291, 5, Guzman and Gomez, 11.0, 10, 01, 2014, Friday, david, Food
292, 3, KFC, 9.0, 12, 01, 2014, Sunday, david, Food
293, 7, Subway, 14.0, 21, 12, 2013, Saturday, david, Food
294, 3, KFC, 13.0, 14, 01, 2014, Tuesday, david, Food
295, 9, Nandoos, 14.0, 11, 01, 2014, Saturday, david, Food
296, 8, Kebab Factory, 5.0, 08, 01, 2014, Wednesday, david, Food
297, 8, Kebab Factory, 12.0, 28, 12, 2013, Saturday, david, Food
298, 6, Fantasia, 5.0, 01, 01, 2014, Wednesday, david, Food
299, 9, Nandoos, 10.0, 19, 12, 2013, Thursday, david, Food
300, 9, Nandoos, 6.0, 06, 01, 2014, Monday, david, Food
301, 4, Mc Donalds, 7.0, 20, 12, 2013, Friday, david, Food
302, 4, Mc Donalds, 13.0, 12, 01, 2014, Sunday, david, Food
303, 3, KFC, 13.0, 25, 12, 2013, Wednesday, david, Food
304, 3, KFC, 7.0, 26, 12, 2013, Thursday, david, Food
305, 3, KFC, 9.0, 29, 12, 2013, Sunday, david, Food
306, 7, Subway, 11.0, 17, 01, 2014, Friday, david, Food
307, 6, Fantasia, 13.0, 10, 01, 2014, Friday, david, Food
308, 4, Mc Donalds, 8.0, 16, 01, 2014, Thursday, david, Food
309, 6, Fantasia, 15.0, 18, 01, 2014, Saturday, david, Food
310, 3, KFC, 6.0, 09, 01, 2014, Thursday, david, Food
311, 4, Mc Donalds, 15.0, 22, 12, 2013, Sunday, david, Food
312, 6, Fantasia, 8.0, 15, 01, 2014, Wednesday, david, Food
313, 9, Nandoos, 15.0, 20, 12, 2013, Friday, david, Food
314, 5, Guzman and Gomez, 5.0, 19, 12, 2013, Thursday, david, Food
315, 9, Nandoos, 13.0, 07, 01, 2014, Tuesday, david, Food
316, 4, Mc Donalds, 15.0, 26, 12, 2013, Thursday, david, Food
317, 9, Nandoos, 8.0, 09, 01, 2014, Thursday, david, Food
318, 6, Fantasia, 12.0, 22, 12, 2013, Sunday, david, Food
319, 7, Subway, 5.0, 09, 01, 2014, Thursday, david, Food
320, 6, Fantasia, 7.0, 22, 12, 2013, Sunday, david, Food
321, 9, Nandoos, 8.0, 14, 01, 2014, Tuesday, david, Food
322, 3, KFC, 10.0, 08, 01, 2014, Wednesday, david, Food
323, 5, Guzman and Gomez, 8.0, 05, 01, 2014, Sunday, david, Food
324, 8, Kebab Factory, 12.0, 29, 12, 2013, Sunday, david, Food
325, 8, Kebab Factory, 5.0, 25, 12, 2013, Wednesday, david, Food
326, 3, KFC, 14.0, 21, 12, 2013, Saturday, david, Food
327, 6, Fantasia, 7.0, 24, 12, 2013, Tuesday, david, Food
328, 5, Guzman and Gomez, 7.0, 15, 01, 2014, Wednesday, david, Food
329, 5, Guzman and Gomez, 8.0, 06, 01, 2014, Monday, david, Food
330, 5, Guzman and Gomez, 5.0, 01, 01, 2014, Wednesday, david, Food
331, 6, Fantasia, 8.0, 16, 01, 2014, Thursday, david, Food
332, 8, Kebab Factory, 7.0, 16, 01, 2014, Thursday, david, Food
333, 4, Mc Donalds, 10.0, 09, 01, 2014, Thursday, david, Food
334, 4, Mc Donalds, 9.0, 18, 12, 2013, Wednesday, david, Food
335, 6, Fantasia, 8.0, 15, 01, 2014, Wednesday, david, Food
336, 4, Mc Donalds, 11.0, 29, 12, 2013, Sunday, david, Food
337, 5, Guzman and Gomez, 7.0, 03, 01, 2014, Friday, david, Food
338, 6, Fantasia, 12.0, 30, 12, 2013, Monday, david, Food
339, 6, Fantasia, 5.0, 06, 01, 2014, Monday, david, Food
340, 7, Subway, 13.0, 26, 12, 2013, Thursday, david, Food
341, 8, Kebab Factory, 11.0, 08, 01, 2014, Wednesday, david, Food
342, 8, Kebab Factory, 6.0, 27, 12, 2013, Friday, david, Food
343, 6, Fantasia, 7.0, 27, 11, 2013, Wednesday, david, Food
344, 5, Guzman and Gomez, 15.0, 12, 12, 2013, Thursday, david, Food
345, 6, Fantasia, 6.0, 30, 11, 2013, Saturday, david, Food
346, 3, KFC, 8.0, 10, 12, 2013, Tuesday, david, Food
347, 5, Guzman and Gomez, 12.0, 17, 12, 2013, Tuesday, david, Food
348, 7, Subway, 5.0, 22, 11, 2013, Friday, david, Food
349, 7, Subway, 7.0, 01, 12, 2013, Sunday, david, Food
350, 6, Fantasia, 5.0, 11, 12, 2013, Wednesday, david, Food
351, 4, Mc Donalds, 7.0, 13, 12, 2013, Friday, david, Food
352, 9, Nandoos, 10.0, 06, 12, 2013, Friday, david, Food
353, 9, Nandoos, 11.0, 24, 11, 2013, Sunday, david, Food
354, 4, Mc Donalds, 15.0, 11, 12, 2013, Wednesday, david, Food
355, 5, Guzman and Gomez, 11.0, 01, 12, 2013, Sunday, david, Food
356, 6, Fantasia, 15.0, 17, 12, 2013, Tuesday, david, Food
357, 4, Mc Donalds, 7.0, 25, 11, 2013, Monday, david, Food
358, 3, KFC, 9.0, 26, 11, 2013, Tuesday, david, Food
359, 9, Nandoos, 12.0, 11, 12, 2013, Wednesday, david, Food
360, 3, KFC, 10.0, 29, 11, 2013, Friday, david, Food
361, 6, Fantasia, 7.0, 03, 12, 2013, Tuesday, david, Food
362, 5, Guzman and Gomez, 7.0, 27, 11, 2013, Wednesday, david, Food
363, 8, Kebab Factory, 6.0, 26, 11, 2013, Tuesday, david, Food
364, 4, Mc Donalds, 13.0, 22, 11, 2013, Friday, david, Food
365, 5, Guzman and Gomez, 10.0, 23, 11, 2013, Saturday, david, Food
366, 3, KFC, 15.0, 18, 12, 2013, Wednesday, david, Food
367, 8, Kebab Factory, 15.0, 21, 11, 2013, Thursday, david, Food
368, 3, KFC, 15.0, 17, 12, 2013, Tuesday, david, Food
369, 9, Nandoos, 15.0, 04, 12, 2013, Wednesday, david, Food
370, 4, Mc Donalds, 12.0, 29, 11, 2013, Friday, david, Food
371, 8, Kebab Factory, 11.0, 25, 11, 2013, Monday, david, Food
372, 3, KFC, 15.0, 11, 12, 2013, Wednesday, david, Food
373, 6, Fantasia, 14.0, 04, 12, 2013, Wednesday, david, Food
374, 5, Guzman and Gomez, 7.0, 15, 12, 2013, Sunday, david, Food
375, 9, Nandoos, 11.0, 12, 12, 2013, Thursday, david, Food
